xai_id,condition,architecture,seed,n_samples,accuracy_on_xai_sample,gcam_lrr_plus_mean,guided_gcam_lrr_plus_mean,gcam_pointing_inside_lung_mean,guided_gcam_pointing_inside_lung_mean,gcam_deletion_auc_mean,guided_gcam_deletion_auc_mean,gcam_insertion_auc_mean,guided_gcam_insertion_auc_mean,gcam_head_randomization_corr_mean,guided_gcam_head_randomization_corr_mean,runtime_seconds
E03_XAI_R_C0_ResNet50,R-C0,ResNet50,3407,128,0.890625,0.3927494017189105,0.4425879652846503,0.328125,0.359375,0.6922121361874685,0.6922823540750878,0.791182512940316,0.8049783175735046,0.2801463648228225,0.43515450781735665,90.41020059585571
E03_XAI_R_C0_ResNet50,R-C0,ResNet50,42,128,0.7890625,0.3303929417863969,0.317378895176408,0.1015625,0.203125,0.7457387834757812,0.7566897136154381,0.8546318918259812,0.8795175008729399,0.34642058109516904,0.4548129248333719,88.80779576301575
E03_XAI_R_C0_ResNet50,R-C0,ResNet50,2024,128,0.8515625,0.35872084109538105,0.38826106814763095,0.1875,0.3203125,0.6831262683358617,0.6969976912287594,0.830528173396879,0.849322445275962,0.27242548900686037,0.37092856486865083,88.91465616226196
