stage,epoch,train_loss,val_loss,mask_weight,val_auroc,val_auprc,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1,val_balanced_accuracy,val_brier_score,val_log_loss,val_mcc,val_threshold_used,lr
1,1,0.04840877302072562,0.019105975572019814,0.020000000000000004,0.9970132038768098,0.9990280722659204,0.9704749679075738,0.9928952042628775,0.967128027681661,0.9800995024875622,0.9798422436459246,0.9736137650846115,0.02435179504625095,0.1055235757303187,0.9258383940499645,0.5,
1,2,0.03675008412912814,0.02162828288972378,0.04000000000000001,0.9971896572500818,0.9990769958784861,0.9768934531450578,0.972972972972973,0.9965397923875432,0.9203980099502488,0.9846153846153847,0.958468901168896,0.024764876591746452,0.10294376228074155,0.939334273917719,0.5,
1,3,0.03484988121492584,0.021176065653562545,0.06,0.9982914148978291,0.999435238803892,0.982028241335045,0.9912891986062717,0.9844290657439446,0.9751243781094527,0.9878472222222222,0.9797767219266986,0.020331763362189014,0.10161518527995726,0.9534506950114962,0.5,
1,4,0.03599878155837094,0.02905555844306946,0.08000000000000002,0.9978997744839815,0.99929505641558,0.9743260590500642,0.9929328621908127,0.972318339100346,0.9800995024875622,0.9825174825174825,0.9762089207939542,0.023612887564602083,0.1019006892641475,0.9349566028424757,0.5,
1,5,0.03722486328197657,0.03764335438609123,0.1,0.9983043261202637,0.99946438320513,0.9666238767650834,1.0,0.9550173010380623,1.0,0.9769911504424779,0.9775086505190311,0.031354180861054,0.12607692342045793,0.9195825463271221,0.5,
2,1,0.03261285343200621,0.02888030409812927,0.1,0.9986228029403157,0.9995427969462372,0.9884467265725289,0.9947826086956522,0.9896193771626297,0.9850746268656716,0.9921942758022549,0.9873470020141506,0.014236878201777513,0.06365983622783265,0.9700212231186333,0.5,9.960967771506667e-05
2,2,0.031049831953905795,0.030557844266295434,0.1,0.9984764757527244,0.999493734502279,0.9807445442875481,0.9982300884955753,0.9757785467128027,0.9950248756218906,0.9868766404199475,0.9854017111673467,0.01837095919993965,0.08212036903319822,0.9516168777003073,0.5,9.844486647586725e-05
2,3,0.030071303112445956,0.029817840531468392,0.1,0.9981321764878032,0.999380702594653,0.9871630295250321,0.9896551724137931,0.9930795847750865,0.9701492537313433,0.9913644214162349,0.9816144192532149,0.014813551936089894,0.0694951013040168,0.9663865782167336,0.5,9.652393605146846e-05
2,4,0.029181987455073933,0.0279609664529562,0.1,0.9987605226462841,0.999598738072749,0.9871630295250321,0.9896551724137931,0.9930795847750865,0.9701492537313433,0.9913644214162349,0.9816144192532149,0.013311176982367317,0.06442680366519825,0.9663865782167336,0.5,9.387718066217125e-05
2,5,0.027981172132231023,0.029136998876929283,0.1,0.998859508684949,0.9996034544632328,0.9845956354300385,0.9930313588850174,0.986159169550173,0.9800995024875622,0.9895833333333334,0.9831293360188675,0.012369371232620895,0.055430065879435685,0.9601132780218744,0.5,9.054634122155992e-05
2,6,0.026949650628397066,0.02999448575079441,0.1,0.9985711580505776,0.9995209347651918,0.9845956354300385,0.9913194444444444,0.9878892733564014,0.9751243781094527,0.9896013864818024,0.9815068257329271,0.011882467223522968,0.05099248303829554,0.959920200158128,0.5,8.658394705735988e-05
2,7,0.02595873561816929,0.028315205201506613,0.1,0.9989843171684828,0.9996565115818475,0.9833119383825417,0.9896013864818024,0.9878892733564014,0.9701492537313433,0.9887445887445887,0.9790192635438724,0.01114792176762968,0.04711407249143816,0.9564919758209871,0.5,8.205248749256015e-05
2,8,0.02716624640254644,0.02936522513628006,0.1,0.9989498872419907,0.9996442553126197,0.9845956354300385,0.9879310344827587,0.9913494809688581,0.9651741293532339,0.9896373056994818,0.978261805161046,0.01309789144807484,0.05445492679048719,0.9596593683760563,0.5,7.702342635146033e-05
2,9,0.02552665137842189,0.02951900251209736,0.1,0.9981924288591644,0.9994106152440826,0.9845956354300385,0.9930313588850174,0.986159169550173,0.9800995024875622,0.9895833333333334,0.9831293360188675,0.012553746222283793,0.05608274980554788,0.9601132780218744,0.5,7.15760749324711e-05
