stage,epoch,train_loss,n,n_normal,n_pneumonia,auroc,auprc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier,threshold,tn,fp,fn,tp
1,1,0.31837636556314386,779,201,578,0.9802286147119076,0.9928997910729751,0.9139922978177151,0.922571399060063,0.9048442906574394,0.9402985074626866,0.9775700934579439,0.9398023360287511,0.06255363316207888,0.5,189,12,55,523
1,2,0.20672946617655133,779,201,578,0.9841794487768769,0.9944247364810862,0.9409499358151476,0.9342474478816988,0.9480968858131488,0.9203980099502488,0.9716312056737588,0.9597197898423818,0.04370586103204619,0.5,185,16,30,548
1,3,0.16563455736183602,779,201,578,0.9862108144399112,0.9951875483807036,0.9460847240051348,0.9231050629206907,0.9705882352941176,0.8756218905472637,0.9573378839590444,0.9639175257731959,0.03830954307829613,0.5,176,25,17,561
1,4,0.16927643530610678,779,201,578,0.9873900394222658,0.9956040390687666,0.9319640564826701,0.9427946771333644,0.9204152249134948,0.9651741293532339,0.987012987012987,0.9525514771709938,0.052802046260620746,0.5,194,7,46,532
1,5,0.1585139573916145,779,201,578,0.9888963487062956,0.9961443473483207,0.9499358151476252,0.937057790631617,0.9636678200692042,0.9104477611940298,0.9686956521739131,0.9661751951431049,0.03464206249141086,0.5,183,18,21,557
2,1,0.08364414043076661,779,201,578,0.9994921585842415,0.9998287397116733,0.9897304236200257,0.991457074489146,0.9878892733564014,0.9950248756218906,0.9982517482517482,0.9930434782608696,0.009389016620268583,0.5,200,1,7,571
2,2,0.03866779144353105,779,201,578,0.9986400179035618,0.9995360049696547,0.9845956354300385,0.9847518463048082,0.9844290657439446,0.9850746268656716,0.9947552447552448,0.9895652173913043,0.012490295953535756,0.5,198,3,9,569
2,3,0.02035656369593778,779,201,578,0.9992941865069118,0.9997544840509678,0.9884467265725289,0.9905920225860319,0.986159169550173,0.9950248756218906,0.9982486865148862,0.9921671018276762,0.010471726752041782,0.5,200,1,8,570
2,4,0.0174024571169339,779,201,578,0.9993027939885348,0.9997589179683642,0.9910141206675225,0.9906996161063196,0.9913494809688581,0.9900497512437811,0.9965217391304347,0.9939288811795317,0.007826765535631382,0.5,199,2,5,573
2,5,0.011852494413094815,779,201,578,0.9995179810291105,0.9998375408380168,0.9922978177150192,0.9948096885813149,0.9896193771626297,1.0,1.0,0.9947826086956522,0.006012619150292745,0.5,201,0,6,572
2,6,0.00844099715567134,779,201,578,0.9997762054778013,0.9999234132291006,0.9910141206675225,0.9906996161063196,0.9913494809688581,0.9900497512437811,0.9965217391304347,0.9939288811795317,0.005671758368125499,0.5,199,2,5,573
2,7,0.006575460528583262,779,201,578,0.9995093735474875,0.9998346228294316,0.9897304236200257,0.9833445230594433,0.9965397923875432,0.9701492537313433,0.9896907216494846,0.993103448275862,0.008278658861430822,0.5,195,6,2,576
2,8,0.0028929980325749743,779,201,578,0.999371653841519,0.9997841487755409,0.9679075738125802,0.9783737024221453,0.9567474048442907,1.0,1.0,0.97789566755084,0.02630727088425178,0.5,201,0,25,553
2,9,0.006936121097060491,779,201,578,0.9997675979961783,0.9999203683270091,0.993581514762516,0.9940522301984885,0.9930795847750865,0.9950248756218906,0.9982608695652174,0.9956634865568084,0.005654407447346893,0.5,200,1,4,574
2,10,0.0006307124906635327,779,201,578,0.9996987381431941,0.9998986529569971,0.993581514762516,0.9940522301984885,0.9930795847750865,0.9950248756218906,0.9982608695652174,0.9956634865568084,0.004885099943022527,0.5,200,1,4,574
2,11,0.002012017937181224,779,201,578,0.9998364578491625,0.9999440739023864,0.9948652118100129,0.9965397923875432,0.9930795847750865,1.0,1.0,0.9965277777777778,0.003965099569710732,0.5,201,0,4,574
