stage,epoch,train_loss,n,n_normal,n_pneumonia,auroc,auprc,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,brier,threshold,tn,fp,fn,tp
1,1,0.2981931836600753,779,201,578,0.980340511973007,0.9930378841290977,0.926829268292683,0.9182418358036806,0.9359861591695502,0.900497512437811,0.964349376114082,0.9499561018437226,0.051526819789052276,0.5,181,20,37,541
1,2,0.2046104588586351,779,201,578,0.9849196921964571,0.9946520895516848,0.9460847240051348,0.9344626349222744,0.9584775086505191,0.9104477611940298,0.9685314685314685,0.9634782608695652,0.04163792250223703,0.5,183,18,24,554
1,3,0.18627226822402165,779,201,578,0.9868477680800151,0.9954183921106624,0.9370988446726572,0.9397648436020589,0.9342560553633218,0.945273631840796,0.9800362976406534,0.9565987599645704,0.04353465387217588,0.5,190,11,38,540
1,4,0.16364557236648988,779,201,578,0.9883368624007988,0.9959773157587226,0.9281129653401797,0.9418220317099624,0.9134948096885813,0.9701492537313433,0.9887640449438202,0.9496402877697842,0.05478589322672505,0.5,195,6,50,528
1,5,0.15913604464435924,779,201,578,0.9890254609306409,0.9962371213283985,0.9216944801026957,0.9374967721943914,0.9048442906574394,0.9701492537313433,0.9886578449905482,0.9448961156278229,0.05869410071170751,0.5,195,6,55,523
2,1,0.09354387591103686,779,201,578,0.9992425416171736,0.9997420382955569,0.9858793324775353,0.9888619187798033,0.9826989619377162,0.9950248756218906,0.9982425307557118,0.990409764603313,0.012262128403401396,0.5,200,1,10,568
2,2,0.028425422393701265,779,201,578,0.9989757096868598,0.9996502864775082,0.9833119383825417,0.9838867944016939,0.9826989619377162,0.9850746268656716,0.9947460595446584,0.9886858137510879,0.013309419193123562,0.5,198,3,10,568
2,3,0.029382716075907818,779,201,578,0.999035962058221,0.9996729640152963,0.9884467265725289,0.9857244917282102,0.9913494809688581,0.9800995024875622,0.9930675909878682,0.9922077922077922,0.009211128925476967,0.5,197,4,5,573
2,4,0.013255680255088668,779,201,578,0.9997675979961782,0.9999196599336948,0.9910141206675225,0.9906996161063196,0.9913494809688581,0.9900497512437811,0.9965217391304347,0.9939288811795317,0.006063318789930787,0.5,199,2,5,573
2,5,0.006914826849925453,779,201,578,0.9997331680696862,0.9999071948570143,0.9910141206675225,0.9923221263922601,0.9896193771626297,0.9950248756218906,0.9982547993019197,0.9939183318853171,0.007672000367503812,0.5,200,1,6,572
2,6,0.01587312601255373,779,201,578,0.9994663361393723,0.9998171458897775,0.9884467265725289,0.9873470020141506,0.9896193771626297,0.9850746268656716,0.9947826086956522,0.9921942758022549,0.008422061393206786,0.5,198,3,6,572
2,7,0.010823633846418976,779,201,578,0.9998450653307855,0.9999464491691794,0.9922978177150192,0.9866971371516122,0.9982698961937716,0.9751243781094527,0.9914089347079038,0.9948275862068966,0.005724507601375692,0.5,196,5,1,577
2,8,0.008434515982018005,779,201,578,0.9997762054778013,0.9999222831245469,0.9897304236200257,0.9898345642032054,0.9896193771626297,0.9900497512437811,0.9965156794425087,0.9930555555555556,0.006808920474190032,0.5,199,2,6,572
2,9,0.004375352965991518,779,201,578,0.9997675979961783,0.9999204618718909,0.9922978177150192,0.9899421577234933,0.9948096885813149,0.9850746268656716,0.9948096885813149,0.9948096885813149,0.004962729569581928,0.5,198,3,3,575
