xai_id,condition,architecture,seed,n_samples,accuracy_on_xai_sample,gcam_lrr_plus_mean,guided_gcam_lrr_plus_mean,gcam_pointing_inside_lung_mean,guided_gcam_pointing_inside_lung_mean,gcam_deletion_auc_mean,guided_gcam_deletion_auc_mean,gcam_insertion_auc_mean,guided_gcam_insertion_auc_mean,gcam_head_randomization_corr_mean,guided_gcam_head_randomization_corr_mean,runtime_seconds
E04_XAI_R_P_ResNet50,R-P,ResNet50,3407,128,0.875,0.761195974608622,0.8127281760126399,0.984375,0.890625,0.7521079120728078,0.7352853355375997,0.8419547286144351,0.8705259860370097,0.4670095813404188,0.5352700135742444,97.25328874588013
E04_XAI_R_P_ResNet50,R-P,ResNet50,42,128,0.8203125,0.7625912955434,0.8378950319530042,0.9921875,0.9609375,0.8061673571825656,0.7858791284678519,0.8539260137724421,0.8626726369744637,0.4164432238149307,0.4218303035625097,93.95036149024963
E04_XAI_R_P_ResNet50,R-P,ResNet50,2024,128,0.84375,0.7611538678418992,0.814799674817863,0.984375,0.9296875,0.767803316273113,0.7542491741551447,0.8308739873347584,0.8479141010355322,0.45025657261646224,0.45411268596758847,93.28535771369934
