stage,epoch,train_loss,val_loss,mask_weight,val_auroc,val_auprc,val_accuracy,val_precision,val_sensitivity,val_specificity,val_f1,val_balanced_accuracy,val_brier_score,val_log_loss,val_mcc,val_threshold_used,lr
1,1,0.031270807547780284,0.01974619986183825,0.0,0.9941512162371533,0.9979120280762362,0.926829268292683,0.9905838041431262,0.9100346020761245,0.9751243781094527,0.9486023444544635,0.9425794900927886,0.04408487098228017,0.15681781378555895,0.8314002039809748,0.5,
1,2,0.019607610230667205,0.009456206985050812,0.0,0.9983688822324364,0.9994828427082677,0.975609756097561,0.9982174688057041,0.9688581314878892,0.9950248756218906,0.9833187006145742,0.98194150355489,0.025573492088523716,0.11422169914229528,0.9394563243015283,0.5,
1,3,0.019260457645503493,0.008722013859514845,0.0,0.9960577734166537,0.998738889951138,0.975609756097561,0.9844020797227037,0.9826989619377162,0.9552238805970149,0.9835497835497835,0.9689614212673656,0.023598724546126423,0.10258746862556162,0.9364087638007033,0.5,
1,4,0.016688946156973278,0.01108702400350012,0.0,0.9965742223140354,0.99890490763725,0.9679075738125802,0.9946332737030411,0.9619377162629758,0.9850746268656716,0.9780123131046614,0.9735061715643236,0.029005859985709065,0.12619722073087525,0.9204502989137271,0.5,
1,5,0.01545160563482502,0.009379343595355749,0.0,0.99775344729639,0.9992703862005301,0.9768934531450578,0.9946996466431095,0.9740484429065744,0.9850746268656716,0.9842657342657343,0.9795615348861231,0.021193115930841052,0.09065076558296215,0.9415389001187007,0.5,
2,1,0.01260942545631071,0.007391447854461148,0.0,0.9978610408166779,0.9992957786201263,0.9833119383825417,0.9930191972076788,0.9844290657439446,0.9800995024875622,0.9887054735013032,0.9822642841157534,0.018154388962448115,0.08498423611475836,0.956899047375396,0.5,9.960967771506667e-05
2,2,0.012171111797002981,0.007914254345232621,0.0,0.9985711580505775,0.9995348499675923,0.982028241335045,1.0,0.9757785467128027,1.0,0.9877408056042032,0.9878892733564013,0.018821773177542165,0.08522153418689267,0.9551122858359429,0.5,9.844486647586725e-05
2,3,0.009427590477518248,0.0059098578369957975,0.0,0.9985453356057085,0.9995269574181055,0.9884467265725289,0.9965095986038395,0.9878892733564014,0.9900497512437811,0.9921807124239791,0.9889695123000912,0.010696772500738139,0.050802714399059555,0.9702034256454806,0.5,9.652393605146846e-05
2,4,0.01020475642935774,0.009442816450718965,0.0,0.9983387560467558,0.9994848081719924,0.9768934531450578,0.998220640569395,0.9705882352941176,0.9950248756218906,0.9842105263157894,0.9828065554580041,0.01777262076842234,0.0735006100539984,0.9424690064129552,0.5,9.387718066217125e-05
2,5,0.008525006585443447,0.004552663484573714,0.0,0.9990833032071477,0.9996922221019567,0.9845956354300385,0.9930313588850174,0.986159169550173,0.9800995024875622,0.9895833333333334,0.9831293360188675,0.011147462837257448,0.051808955695460235,0.9601132780218744,0.5,9.054634122155992e-05
2,6,0.00640930168043455,0.007151920213971152,0.0,0.9985711580505775,0.9995342613123334,0.982028241335045,0.9862068965517241,0.9896193771626297,0.9601990049751243,0.9879101899827288,0.974909191068877,0.012737612070521206,0.05417709712405587,0.9529321585353789,0.5,8.658394705735988e-05
2,7,0.006247946786559119,0.0061408960729750104,0.0,0.9984850832343473,0.9995027451989982,0.9871630295250321,0.9930555555555556,0.9896193771626297,0.9800995024875622,0.9913344887348353,0.9848594398250959,0.01227246868831283,0.05278607564883275,0.9666038893986888,0.5,8.205248749256015e-05
2,8,0.005150191024469252,0.005818267683589511,0.0,0.9988121675360224,0.9996099719763326,0.9897304236200257,0.9913793103448276,0.9948096885813149,0.9751243781094527,0.9930915371329879,0.9849670333453838,0.01042181640045313,0.04750086689033006,0.9731137880574109,0.5,7.702342635146033e-05
2,9,0.006391870659431035,0.006176631296257256,0.0,0.9988465974625144,0.9996106734712864,0.9884467265725289,0.9913644214162349,0.9930795847750865,0.9751243781094527,0.9922212618841832,0.9841019814422696,0.012410028213976666,0.05468392193219528,0.9697829046855003,0.5,7.15760749324711e-05
2,10,0.00573764956544789,0.007550981772546947,0.0,0.9988164712768337,0.9996016695123361,0.9845956354300385,0.9947552447552448,0.9844290657439446,0.9850746268656716,0.9895652173913043,0.9847518463048082,0.01267638846616022,0.05507953208325814,0.960347097965993,0.5,6.57963412215599e-05
